Taestivum_TRIAE_CS42_2AS_TGACv1_114810_AA0369470.1	2a2799530f8244ef7ea9d1e07c2c65c4	1017	SUPERFAMILY	SSF52540		134	382	1.0E-50	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_2AS_TGACv1_114810_AA0369470.1	2a2799530f8244ef7ea9d1e07c2c65c4	1017	Pfam	PF00931	NB-ARC domain	133	407	3.4E-52	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_7DL_TGACv1_604652_AA2000310.1	1e04d01d34521721a9b6cca12bea1223	1000	Pfam	PF00931	NB-ARC domain	200	460	8.7E-43	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_7DL_TGACv1_604652_AA2000310.1	1e04d01d34521721a9b6cca12bea1223	1000	SUPERFAMILY	SSF52540		185	436	2.21E-48	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_7DL_TGACv1_604652_AA2000310.1	1e04d01d34521721a9b6cca12bea1223	1000	SUPERFAMILY	SSF52058		811	947	2.89E-17	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_7DL_TGACv1_604652_AA2000310.1	1e04d01d34521721a9b6cca12bea1223	1000	SUPERFAMILY	SSF52058		501	709	2.89E-17	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Hvulgare_MLOC_76493.1	02324897e44fa1815f875bea38b2d630	733	Pfam	PF00931	NB-ARC domain	2	223	1.5E-39	T	31-05-2017	IPR002182	NB-ARC
Hvulgare_MLOC_76493.1	02324897e44fa1815f875bea38b2d630	733	SUPERFAMILY	SSF52540		15	197	1.86E-34	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_MLOC_76493.1	02324897e44fa1815f875bea38b2d630	733	SUPERFAMILY	SSF52058		261	633	7.48E-14	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Osativa_LOC_Os11g45970.1	77b3ca41dde2df356c9938d7367c5a3d	1023	SUPERFAMILY	SSF52540		207	470	2.17E-48	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Osativa_LOC_Os11g45970.1	77b3ca41dde2df356c9938d7367c5a3d	1023	Pfam	PF00931	NB-ARC domain	216	496	6.3E-50	T	31-05-2017	IPR002182	NB-ARC
Osativa_LOC_Os11g45970.1	77b3ca41dde2df356c9938d7367c5a3d	1023	SUPERFAMILY	SSF52058		561	935	1.29E-17	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_7DL_TGACv1_604762_AA2001510.2	6a7b1f670f57dcf484ba2746b51b9888	1711	SUPERFAMILY	SSF52058		497	880	6.12E-24	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_7DL_TGACv1_604762_AA2001510.2	6a7b1f670f57dcf484ba2746b51b9888	1711	Coils	Coil		1155	1182	-	T	31-05-2017
Taestivum_TRIAE_CS42_7DL_TGACv1_604762_AA2001510.2	6a7b1f670f57dcf484ba2746b51b9888	1711	SUPERFAMILY	SSF52540		168	431	5.31E-49	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_7DL_TGACv1_604762_AA2001510.2	6a7b1f670f57dcf484ba2746b51b9888	1711	Pfam	PF00931	NB-ARC domain	176	456	4.3E-46	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_4AL_TGACv1_288731_AA0956840.1	1400e261ec0dfd4719367dce9d79950d	895	Pfam	PF00931	NB-ARC domain	31	302	3.6E-46	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_4AL_TGACv1_288731_AA0956840.1	1400e261ec0dfd4719367dce9d79950d	895	SUPERFAMILY	SSF52540		6	275	6.27E-48	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_4AL_TGACv1_288731_AA0956840.1	1400e261ec0dfd4719367dce9d79950d	895	SUPERFAMILY	SSF52058		346	722	2.13E-17	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_7AS_TGACv1_570476_AA1836330.1	3774df493ea3a5daaac7ecb8bf7a81b9	1018	SUPERFAMILY	SSF52540		247	514	1.22E-48	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_7AS_TGACv1_570476_AA1836330.1	3774df493ea3a5daaac7ecb8bf7a81b9	1018	SUPERFAMILY	SSF52058		563	945	7.99E-13	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_7AS_TGACv1_570476_AA1836330.1	3774df493ea3a5daaac7ecb8bf7a81b9	1018	Pfam	PF00931	NB-ARC domain	273	539	6.4E-49	T	31-05-2017	IPR002182	NB-ARC
Hvulgare_MLOC_73797.2	1966e9f447d601906a28d7ac1e4aada3	1223	SUPERFAMILY	SSF52540		163	424	1.49E-46	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_MLOC_73797.2	1966e9f447d601906a28d7ac1e4aada3	1223	Coils	Coil		39	59	-	T	31-05-2017
Hvulgare_MLOC_73797.2	1966e9f447d601906a28d7ac1e4aada3	1223	SUPERFAMILY	SSF52058		489	859	2.21E-21	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Hvulgare_MLOC_73797.2	1966e9f447d601906a28d7ac1e4aada3	1223	Pfam	PF00931	NB-ARC domain	177	451	1.2E-43	T	31-05-2017	IPR002182	NB-ARC
Hvulgare_MLOC_73797.2	1966e9f447d601906a28d7ac1e4aada3	1223	Pfam	PF05627	Cleavage site for pathogenic type III effector avirulence factor Avr	1167	1202	1.6E-16	T	31-05-2017	IPR008700	RIN4, pathogenic type III effector avirulence factor Avr cleavage site
Atauschii_EMT33410	f85edbac8945acb34edfb5ff97edeab1	958	SUPERFAMILY	SSF52058		503	898	3.06E-11	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Atauschii_EMT33410	f85edbac8945acb34edfb5ff97edeab1	958	Pfam	PF00931	NB-ARC domain	269	425	2.0E-26	T	31-05-2017	IPR002182	NB-ARC
Atauschii_EMT33410	f85edbac8945acb34edfb5ff97edeab1	958	Pfam	PF00931	NB-ARC domain	430	480	5.3E-7	T	31-05-2017	IPR002182	NB-ARC
Atauschii_EMT33410	f85edbac8945acb34edfb5ff97edeab1	958	SUPERFAMILY	SSF52540		247	454	4.82E-38	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_7AS_TGACv1_571770_AA1849750.1	af8eac861c4fbe5ef790ccf5f6b30e07	993	SUPERFAMILY	SSF52833		46	118	2.75E-9	T	31-05-2017	IPR012336	Thioredoxin-like fold
Taestivum_TRIAE_CS42_7AS_TGACv1_571770_AA1849750.1	af8eac861c4fbe5ef790ccf5f6b30e07	993	ProSiteProfiles	PS51354	Glutaredoxin domain profile.	17	122	12.751	T	31-05-2017	IPR002109	Glutaredoxin
Taestivum_TRIAE_CS42_7AS_TGACv1_571770_AA1849750.1	af8eac861c4fbe5ef790ccf5f6b30e07	993	SUPERFAMILY	SSF52540		389	644	2.48E-50	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_7AS_TGACv1_571770_AA1849750.1	af8eac861c4fbe5ef790ccf5f6b30e07	993	Pfam	PF00931	NB-ARC domain	394	672	8.9E-48	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_7AS_TGACv1_571770_AA1849750.1	af8eac861c4fbe5ef790ccf5f6b30e07	993	SUPERFAMILY	SSF52058		710	920	1.25E-8	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Atauschii_EMT33726	4351fccec377884456e72bc8af28f570	1298	SUPERFAMILY	SSF52058		486	864	1.36E-9	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Atauschii_EMT33726	4351fccec377884456e72bc8af28f570	1298	Pfam	PF01344	Kelch motif	1136	1182	7.2E-6	T	31-05-2017	IPR006652	Kelch repeat type 1
Atauschii_EMT33726	4351fccec377884456e72bc8af28f570	1298	Pfam	PF01344	Kelch motif	1087	1134	4.7E-14	T	31-05-2017	IPR006652	Kelch repeat type 1
Atauschii_EMT33726	4351fccec377884456e72bc8af28f570	1298	Pfam	PF00931	NB-ARC domain	208	413	1.0E-22	T	31-05-2017	IPR002182	NB-ARC
Atauschii_EMT33726	4351fccec377884456e72bc8af28f570	1298	SUPERFAMILY	SSF52540		205	435	4.94E-33	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Atauschii_EMT33726	4351fccec377884456e72bc8af28f570	1298	SUPERFAMILY	SSF117281		1011	1290	1.57E-46	T	31-05-2017
Turartu_TRIUR3_01727-P1	882688d3c8bfeb434781f55eead3b766	820	SUPERFAMILY	SSF52540		102	371	1.38E-56	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Turartu_TRIUR3_01727-P1	882688d3c8bfeb434781f55eead3b766	820	SUPERFAMILY	SSF52058		464	802	9.86E-20	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Turartu_TRIUR3_01727-P1	882688d3c8bfeb434781f55eead3b766	820	Pfam	PF00931	NB-ARC domain	118	397	9.9E-55	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_7DS_TGACv1_623313_AA2051850.2	86ea8487bbef794bfd73b0193673cf1a	1264	SUPERFAMILY	SSF52047		699	997	2.2E-16	T	31-05-2017
Taestivum_TRIAE_CS42_7DS_TGACv1_623313_AA2051850.2	86ea8487bbef794bfd73b0193673cf1a	1264	Pfam	PF00931	NB-ARC domain	318	591	1.2E-50	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_7DS_TGACv1_623313_AA2051850.2	86ea8487bbef794bfd73b0193673cf1a	1264	SUPERFAMILY	SSF101936		1142	1237	1.96E-25	T	31-05-2017	IPR015300	DNA-binding pseudobarrel domain
Taestivum_TRIAE_CS42_7DS_TGACv1_623313_AA2051850.2	86ea8487bbef794bfd73b0193673cf1a	1264	ProSiteProfiles	PS50863	B3 DNA-binding domain profile.	1144	1245	13.987	T	31-05-2017	IPR003340	B3 DNA binding domain
Taestivum_TRIAE_CS42_7DS_TGACv1_623313_AA2051850.2	86ea8487bbef794bfd73b0193673cf1a	1264	SUPERFAMILY	SSF52540		284	563	1.49E-55	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_7DS_TGACv1_623313_AA2051850.2	86ea8487bbef794bfd73b0193673cf1a	1264	Pfam	PF02362	B3 DNA binding domain	1144	1234	1.8E-23	T	31-05-2017	IPR003340	B3 DNA binding domain
Atauschii_EMT12616	916103e5b09b14ada1f1ecff8f37301d	770	Pfam	PF00067	Cytochrome P450	560	758	2.2E-60	T	31-05-2017	IPR001128	Cytochrome P450
Atauschii_EMT12616	916103e5b09b14ada1f1ecff8f37301d	770	SUPERFAMILY	SSF48264		541	766	1.57E-70	T	31-05-2017	IPR001128	Cytochrome P450
Atauschii_EMT12616	916103e5b09b14ada1f1ecff8f37301d	770	Pfam	PF00931	NB-ARC domain	269	425	2.8E-26	T	31-05-2017	IPR002182	NB-ARC
Atauschii_EMT12616	916103e5b09b14ada1f1ecff8f37301d	770	Pfam	PF00931	NB-ARC domain	429	480	3.0E-7	T	31-05-2017	IPR002182	NB-ARC
Atauschii_EMT12616	916103e5b09b14ada1f1ecff8f37301d	770	SUPERFAMILY	SSF52540		247	454	7.98E-38	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Atauschii_EMT12616	916103e5b09b14ada1f1ecff8f37301d	770	ProSitePatterns	PS00086	Cytochrome P450 cysteine heme-iron ligand signature.	709	718	-	T	31-05-2017	IPR017972	Cytochrome P450, conserved site
Taestivum_TRIAE_CS42_6BS_TGACv1_514040_AA1654380.1	6e3934486fd98adb08be97d56e619af1	1259	Coils	Coil		1255	1259	-	T	31-05-2017
Taestivum_TRIAE_CS42_6BS_TGACv1_514040_AA1654380.1	6e3934486fd98adb08be97d56e619af1	1259	SUPERFAMILY	SSF52058		498	879	1.7E-22	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_6BS_TGACv1_514040_AA1654380.1	6e3934486fd98adb08be97d56e619af1	1259	Pfam	PF00931	NB-ARC domain	182	460	5.3E-47	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_6BS_TGACv1_514040_AA1654380.1	6e3934486fd98adb08be97d56e619af1	1259	SUPERFAMILY	SSF52540		166	433	6.61E-50	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_6AS_TGACv1_485693_AA1550190.1	00760cf54d44db89705376cba9f519c9	1097	ProSiteProfiles	PS50011	Protein kinase domain profile.	853	1097	8.754	T	31-05-2017	IPR000719	Protein kinase domain
Taestivum_TRIAE_CS42_6AS_TGACv1_485693_AA1550190.1	00760cf54d44db89705376cba9f519c9	1097	SUPERFAMILY	SSF56112		839	1057	8.54E-37	T	31-05-2017	IPR011009	Protein kinase-like domain
Taestivum_TRIAE_CS42_6AS_TGACv1_485693_AA1550190.1	00760cf54d44db89705376cba9f519c9	1097	Pfam	PF00931	NB-ARC domain	99	376	6.9E-48	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_6AS_TGACv1_485693_AA1550190.1	00760cf54d44db89705376cba9f519c9	1097	Pfam	PF00069	Protein kinase domain	855	961	3.5E-15	T	31-05-2017	IPR000719	Protein kinase domain
Taestivum_TRIAE_CS42_6AS_TGACv1_485693_AA1550190.1	00760cf54d44db89705376cba9f519c9	1097	SUPERFAMILY	SSF52540		82	349	3.9E-45	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_7AL_TGACv1_556846_AA1772020.1	0f8da6b0a1d9eac907bcfc094efb97df	1059	Pfam	PF00931	NB-ARC domain	104	384	1.4E-45	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_7AL_TGACv1_556846_AA1772020.1	0f8da6b0a1d9eac907bcfc094efb97df	1059	SUPERFAMILY	SSF52540		96	360	3.52E-48	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_7AL_TGACv1_556846_AA1772020.1	0f8da6b0a1d9eac907bcfc094efb97df	1059	SUPERFAMILY	SSF52058		425	809	1.6E-23	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_1BS_TGACv1_049356_AA0150150.1	c345d780828939fc35f9ab481027fc86	1825	Pfam	PF00931	NB-ARC domain	148	423	2.5E-53	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_1BS_TGACv1_049356_AA0150150.1	c345d780828939fc35f9ab481027fc86	1825	Pfam	PF00931	NB-ARC domain	1096	1356	1.2E-36	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_1BS_TGACv1_049356_AA0150150.1	c345d780828939fc35f9ab481027fc86	1825	SUPERFAMILY	SSF52540		1061	1329	2.76E-36	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_1BS_TGACv1_049356_AA0150150.1	c345d780828939fc35f9ab481027fc86	1825	SUPERFAMILY	SSF52058		1608	1800	6.8E-19	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_1BS_TGACv1_049356_AA0150150.1	c345d780828939fc35f9ab481027fc86	1825	SUPERFAMILY	SSF52058		1427	1573	6.8E-19	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_1BS_TGACv1_049356_AA0150150.1	c345d780828939fc35f9ab481027fc86	1825	SUPERFAMILY	SSF52058		463	767	1.19E-14	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_1BS_TGACv1_049356_AA0150150.1	c345d780828939fc35f9ab481027fc86	1825	SUPERFAMILY	SSF52540		145	398	2.37E-48	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Turartu_TRIUR3_02478-P1	7c30eed756163ee7f62566fdafe8c282	974	SUPERFAMILY	SSF52540		203	470	6.04E-49	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Turartu_TRIUR3_02478-P1	7c30eed756163ee7f62566fdafe8c282	974	SUPERFAMILY	SSF52058		555	894	4.08E-19	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Turartu_TRIUR3_02478-P1	7c30eed756163ee7f62566fdafe8c282	974	Pfam	PF00931	NB-ARC domain	226	493	1.0E-46	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_4AL_TGACv1_288145_AA0938300.1	ca862418a9d05faa6b8deb5d9c1d5548	1016	Pfam	PF00931	NB-ARC domain	267	536	9.4E-48	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_4AL_TGACv1_288145_AA0938300.1	ca862418a9d05faa6b8deb5d9c1d5548	1016	SUPERFAMILY	SSF52058		559	933	1.53E-12	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_4AL_TGACv1_288145_AA0938300.1	ca862418a9d05faa6b8deb5d9c1d5548	1016	SUPERFAMILY	SSF52540		253	510	8.81E-49	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sbicolor_Sobic.005G094200.1.p	e2c2dfd985109bd3a4c994393cfbbaaa	866	SUPERFAMILY	SSF52540		193	460	2.57E-52	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sbicolor_Sobic.005G094200.1.p	e2c2dfd985109bd3a4c994393cfbbaaa	866	SUPERFAMILY	SSF52058		555	839	1.77E-18	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Sbicolor_Sobic.005G094200.1.p	e2c2dfd985109bd3a4c994393cfbbaaa	866	Pfam	PF00931	NB-ARC domain	205	487	2.1E-56	T	31-05-2017	IPR002182	NB-ARC
